name,gongyi,kouwei,shijian,nandu,zhuliao,fuliao,buzhou,less,more,no,tang,reliang,zhifang,text,parsed
鸡蛋牛肉三明治,其它工艺,家常味,15分钟,新手尝试,吐司;鸡蛋;牛肉糜;,番茄酱;生抽;淀粉;,"步骤1:·食材·【主料】：吐司|鸡蛋|牛肉糜【辅料】：番茄酱|生抽|淀粉
步骤2:牛肉糜中依次加入：生抽、淀粉、清水，拌匀腌制10分钟
步骤3:锅中加入2勺油烧热，倒入牛肉糜，炒至变色盛出备用。
步骤4:鸡蛋打入碗中，加1小勺盐，倒入牛肉糜拌匀。
步骤5:拌好的鸡蛋牛肉糜倒入锅中小火煎熟。
步骤6:煎好的牛肉糜覆在吐司上，加1勺番茄酱抹匀。再拿一片吐司盖住。
步骤7:沿对角线切成4小块即可。
步骤8:你的暖心早餐—鸡蛋牛肉三明治，赶快来试试吧！
",减肥人群;高血糖人群;高血脂人群;高血压人群;儿童;,无,无,6.09克,293.2克,23.3克,吐司;鸡蛋;牛肉糜;鸡蛋牛肉三明治,鸡蛋 牛肉 鸡蛋 牛肉 
番茄肥牛锅,炒,家常味,5分钟,新手尝试,番茄;土豆;肥牛;,盐;糖;,"步骤1:番茄去皮切块，土豆切块。
步骤2:锅中油热放入土豆，煎至两面金黄。
步骤3:倒入西红柿，加水放入土豆等配菜。
步骤4:放入适量盐，糖调味。
步骤5:放入肥牛卷，煮至变色盛出，
",无,减肥人群;高血脂人群;高血糖人群;高血压人群;儿童;,无,4.13克,68.8克,1.7克,番茄;土豆;肥牛;番茄肥牛锅,番茄 土豆 牛肉 番茄 牛肉 
炝拌土豆丝,炒,家常味,5分钟,新手尝试,土豆;,红椒;盐;生抽;蚝油;醋;干辣椒;麻椒;葱;姜;蒜;,"步骤1:土豆丝洗净，切丝放入凉水中。
步骤2:放入锅中焯水2分钟。
步骤3:放入凉水中，保证其清脆。
步骤4:红椒切丝，放入碗中。
步骤5:加入盐，生抽，蚝油，食醋，搅拌均匀。
步骤6:放入掰碎的干辣椒。
步骤7:锅中放油，放入葱，姜，蒜，麻椒烧热。
步骤8:热油淋在土豆丝上即可。
",儿童;,减肥人群;高血脂人群;,高血压人群;高血糖人群;,10.43克,69.8克,1.2克,土豆;炝拌土豆丝,土豆 土豆 
清蒸螃蟹,蒸,家常味,10分钟,未知,螃蟹2只;,生姜4、5片;小葱1根;,"步骤1:准备材料，螃蟹比较大，两只就够了，螃蟹洗干净，用剪刀剪成块状，生姜切片，小葱切段，摆放碗内。
步骤2:整齐摆放盘内
步骤3:锅内入水，放入蒸架，把盘架上蒸锅内，大火蒸10分钟即可。
步骤4:蒸好的螃蟹，老了就有食欲。
步骤5:掀开蟹盖美美的都是肉。
",无,高血压人群;减肥人群;高血脂人群;高血糖人群;儿童;,无,1.26克,34.8克,0.7克,螃蟹2只;清蒸螃蟹,螃蟹 螃蟹 
番茄土豆牛肉浓汤,微波,茄汁味,15分钟,初级入门,土豆1只;牛肉100克;番茄1只;,姜1片;盐2/3茶匙;胡椒粒2克;生粉1.5茶匙;,"步骤1:将土豆番茄切块，牛肉切丁
步骤2:辅料备用
步骤3:土豆番茄放入微波炉专用容器，加入一大碗水
步骤4:放入微波炉高火6分钟取出
步骤5:测土豆用勺背能轻易压碎即可
步骤6:牛肉加入盐，胡椒粒，生粉、姜抓拌均匀
步骤7:放入压好的土豆番茄汤中
步骤8:使用微波高火6分钟即可
步骤9:牛肉入口滑嫩，汤汁鲜美，根据口味适当加盐
",无,减肥人群;高血糖人群;高血脂人群;高血压人群;儿童;,无,4.27克,62.4克,1.5克,土豆1只;牛肉100克;番茄1只;番茄土豆牛肉浓汤,土豆 牛肉 番茄 番茄 土豆 牛肉 
蒜泥黄瓜,拌,家常味,10分钟,初级入门,黄瓜1根;,大蒜适量;小米椒2个;芝麻油1汤匙;蚝油半汤匙;辣椒油1汤匙;陈醋1汤匙;,"步骤1:准备食材
步骤2:小米椒切段
步骤3:大蒜捣成泥
步骤4:蒜泥放碗里，放入芝麻油
步骤5:放入辣椒油
步骤6:放入蚝油
步骤7:放入陈醋
步骤8:将料汁搅拌均匀
步骤9:将黄瓜顺长削薄片
步骤10:黄瓜片卷成卷
步骤11:黄瓜卷摆放盘中
步骤12:摆放小米椒
步骤13:放入料汁
步骤14:最后再摆放些小米椒，是不是很漂亮
步骤15:上桌了
",儿童;,高血脂人群;减肥人群;高血糖人群;高血压人群;,无,2.87克,63克,4.8克,黄瓜1根;蒜泥黄瓜,黄瓜 黄瓜 
糖拌西红柿,拌,甜味,5分钟,初级入门,西红柿1个;,糖适量;,"步骤1:西红柿洗净。
步骤2:刮去皮，对半切开。
步骤3:分别切成薄片。
步骤4:摆放盘中，撒白糖。
",高血糖人群;,减肥人群;高血脂人群;高血压人群;儿童;,无,8.33克,45.7克,0.2克,西红柿1个;糖拌西红柿,番茄 番茄 
网红黄瓜,炒,家常味,5分钟,新手尝试,黄瓜;,醋1勺;盐小半勺;糖小半勺;生抽2勺;香油小半勺;辣椒;蒜末;,"步骤1:黄瓜刮薄片，卷起来，放入盘中。
步骤2:大蒜和红辣椒切碎备用。
步骤3:醋一勺，生抽两勺，香油小半勺，盐小半勺，糖小半勺，搅拌均匀。
步骤4:依次放入准备好的蒜末，辣椒，料碗。
步骤5:淋入热油即可。
",儿童;,高血糖人群;减肥人群;高血脂人群;高血压人群;,无,1.89克,14.7克,0.2克,黄瓜;网红黄瓜,黄瓜 黄瓜 
红烧小土豆,烧,豆瓣味,30分钟,初中水平,土豆500克;,蒜苗3根;,"步骤1:将土豆洗净剖开(如果特别小则不剖)，入锅里加适量盐煮熟
步骤2:捞出土豆，趁热撕掉皮
步骤3:煮土豆时，将青蒜苗洗净切段，生姜大蒜切末，郫县豆瓣剁细
步骤4:锅内放油，中小火，油热后放郫县豆瓣炒香
步骤5:加入姜蒜末炒香
步骤6:放入土豆继续以小火炒均匀入味
步骤7:调入鸡精炒均匀
步骤8:放青蒜苗炒断生后起锅 
",儿童;,减肥人群;高血脂人群;高血压人群;,高血糖人群;,11.69克,74.3克,0.2克,土豆500克;红烧小土豆,土豆 土豆 
炒黄瓜土豆片,炒,家常味,15分钟,新手尝试,黄瓜一根;土豆二个;,植物油一勺;盐一勺;葱花适量;,"步骤1:黄瓜切片不要太薄了
步骤2:土豆也切片
步骤3:土豆含有淀粉，要泡个水，这样炒的时候不会粘锅
步骤4:热油葱花爆锅，炒土豆片
步骤5:少加点点的清水，炒土豆片
步骤6:土豆片变色加盐，加黄瓜片
步骤7:继续翻炒，黄瓜片变色出锅装盘。
",无,高血压人群;高血脂人群;减肥人群;高血糖人群;儿童;,无,4.9克,47克,1.7克,黄瓜一根;土豆二个;炒黄瓜土豆片,黄瓜 土豆 黄瓜 土豆 
白切牛肉,煮,家常味,60分钟,中级掌勺,牛肉760克;,桂皮适量;大料适量;料酒3汤勺;酱油适量;,"步骤1:食材：牛肉（已清洗焯水）、桂皮、大料
步骤2:将已清洗焯水的牛肉下入高压锅里。
步骤3:接着，搁入桂皮和大料，加入一些清水。
步骤4:加3汤勺料酒。
步骤5:盖上盖用中小火煮上25分钟关火。
步骤6:焖至没气后开盖。
步骤7:然后，将煮好的牛肉捞出，晾凉。
步骤8:最后，晾凉好的牛肉放在案板上切成片。
步骤9:放入盘中，可以上桌了，蘸着酱油食用哦！
",减肥人群;,高血糖人群;高血脂人群;高血压人群;儿童;,无,1.75克,122克,4.1克,牛肉760克;白切牛肉,牛肉 牛肉 
菠萝咕噜肉,炒,甜味,15分钟,未知,菠萝半个;,青椒红椒适量;淀粉3大勺;生抽一勺;盐适量;鸡蛋一个;大蒜碎适量;料酒一勺;,"步骤1:猪肉切块
步骤2:加淀粉，料酒，一个鸡蛋，盐
步骤3:用手抓匀盐
步骤4:菠萝切块
步骤5:青红椒切块
步骤6:碗中加入一大勺番茄酱，一勺白醋，一勺白糖，一勺淀粉，清水，搅拌均匀
步骤7:大蒜碎炒香
步骤8:放入青红椒
步骤9:倒入料汁
步骤10:下菠萝丁翻炒
步骤11:最后放入肉丁
步骤12:颠倒几下就可以出锅了
",高血糖人群;,高血压人群;减肥人群;高血脂人群;儿童;,无,8.89克,64.8克,1克,菠萝半个;菠萝咕噜肉,菠萝 菠萝 
白菜粉皮五花肉,炖,咸鲜味,30分钟,未知,白菜适量;五花肉一块;粉皮一张;,生抽一勺;老抽一勺;蚝油一勺;,"步骤1:五花肉炒出油脂
步骤2:加入葱姜料酒
步骤3:加入白菜丝翻炒至变色
步骤4:加入生抽老抽耗油，加入开水，炖煮一会
步骤5:加入粉皮
",高血脂人群;高血压人群;减肥人群;高血糖人群;儿童;,无,无,2.03克,271.7克,26.2克,白菜适量;五花肉一块;粉皮一张;白菜粉皮五花肉,白菜 猪肉 白菜 猪肉 
泡椒牛肉片,炒,酸辣味,5分钟,新手尝试,牛肉500克;,油25毫升;泡椒10克;盐3克;生姜10克;葱花少许;黄酒15毫升;生抽15毫升;生粉1汤匙;,"步骤1:牛肉洗净
步骤2:切成薄片后用清水泡清血水后洗净捞起控水
步骤3:备好泡椒，葱花和生姜丝
步骤4:把牛肉放入碗中加入盐，黄酒，生抽和生粉抓匀后腌制1小时
步骤5:热锅倒入油
步骤6:温油下入牛肉过油至变色捞起
步骤7:留底油下入泡椒和生姜爆出香味
步骤8:再把牛肉回锅翻炒均匀后熄火出锅
步骤9:盛出后撒上葱花即可
",减肥人群;,高血糖人群;高血脂人群;高血压人群;儿童;,无,1.89克,147.2克,7.7克,牛肉500克;泡椒牛肉片,牛肉 牛肉 
拔丝苹果,炸,甜味,10分钟,初级入门,苹果200克;,玉米淀粉30克;淀粉20克;,"步骤1:苹果切成差不多大小的块
步骤2:上面沾上淀粉
步骤3:再放入玉米淀粉30克和水30克的混合液中
步骤4:下油锅炸。炸好后取出来
步骤5:下面就注意熬糖了。调料中的油，糖和水倒入平底锅中
步骤6:慢慢的会化成液体
步骤7:表面起泡
步骤8:过会儿又会干掉
步骤9:然后开始变颜色
步骤10:变成浅黄色的液体
步骤11:将苹果块倒入，这时就可以关火了。进行翻拌。因为锅有余温。如果不及时关火，容易糖浆发苦
步骤12:盘子上抹油，将做好的苹果块倒入即可。吃的时候，沾些凉开水
",高血糖人群;减肥人群;高血脂人群;高血压人群;儿童;,无,无,7.21克,41克,0.2克,苹果200克;拔丝苹果,苹果 苹果 
猪肉白菜水饺馅,拌,家常味,15分钟,初级入门,猪肉馅500克;白菜1/2棵;,盐2茶匙;香油1汤匙;酱油1茶匙;花椒油1茶匙;姜粉1茶匙;蚝油2汤匙;大葱1根;,"步骤1:准备所需材料
步骤2:将猪肉洗净剁成肉沫，大葱切碎
步骤3:白菜洗净剁碎，加1小勺盐，腌10分钟，然后将水分挤出
步骤4:猪肉末中加入姜粉、酱油、蚝油、花椒油、香油和大葱
步骤5:然后顺一方向拌匀
步骤6:再加入挤过水分白菜，1小勺盐
步骤7:最后顺一个方向拌匀，饺子馅料就做好了
",高血脂人群;高血压人群;减肥人群;高血糖人群;儿童;,无,无,0.63克,246.5克,24.8克,猪肉馅500克;白菜1/2棵;猪肉白菜水饺馅,猪肉 白菜 猪肉 白菜 
牛肉小白菜蒸饺,蒸,家常味,30分钟,未知,牛肉300克;小白菜适量;面粉300克;,葱姜适量;料酒少许;十三香少许;盐少许;酱油少许;耗油少许;玉米油适量;,"步骤1:准备小白菜洗净
步骤2:焯水
步骤3:牛肉馅，加入盐，姜末，料酒，十三香，酱油，耗油。
步骤4:加入小白菜，葱花，熟油搅拌均匀。
步骤5:馅和好了
步骤6:开水烫面醒30分钟
步骤7:分别若干份
步骤8:擀皮
步骤9:包馅
步骤10:开水上锅蒸15分钟
步骤11:蒸好了
步骤12:装入盘中
",减肥人群;,高血脂人群;高血压人群;儿童;,高血糖人群;,20.72克,194.6克,2.7克,牛肉300克;小白菜适量;面粉300克;牛肉小白菜蒸饺,牛肉 白菜 牛肉 白菜 
鸡蛋饼拌黄瓜,拌,咸鲜味,15分钟,未知,鸡蛋2个;黄瓜1根;,大蒜5瓣;耗油1勺;食用油5克;鸡精半勺;食盐半勺;生抽半勺;,"步骤1:两个鸡蛋打散，放入一点食盐搅拌
步骤2:热锅凉油，油要少放，用小火，倒入蛋液
步骤3:摊好一面以后进行翻面
步骤4:摊好的鸡蛋饼，切成扇形
步骤5:黄瓜拍成小块，和蒜蓉，生抽，食盐，耗油，鸡精拌在一起。
",无,减肥人群;高血糖人群;高血脂人群;高血压人群;儿童;,无,1.82克,52.1克,2.7克,鸡蛋2个;黄瓜1根;鸡蛋饼拌黄瓜,鸡蛋 黄瓜 鸡蛋 黄瓜 
胡萝卜牛肉干粥,煲,其它口味,60分钟,新手尝试,牛肉干1碟;大米半杯;胡萝卜1根;,香菜5颗;,"步骤1:牛肉干选碎的那些，或者撕碎，米洗干净，胡萝卜洗净去皮
步骤2:先将米和牛肉干一起煮至大米有微烂
步骤3:将去皮的胡萝卜擦丝，加入锅中继续煮至大米开花，粥变的浓稠即可
步骤4:吃之前加入香菜，用粥的温度将香菜烫熟即可
步骤5:给你们看一下这个牛肉干有多油
",无,高血压人群;减肥人群;高血脂人群;儿童;,高血糖人群;,13.37克,78.5克,0.3克,牛肉干1碟;大米半杯;胡萝卜1根;胡萝卜牛肉干粥,牛肉 胡萝卜 胡萝卜 牛肉 
番茄土豆炖牛肉,炖,酸甜味,2小时,初级入门,牛肉1块;番茄1个;土豆1个;,葱1根;姜1小块;料酒适量;冰糖适量;盐适量;,"步骤1:牛肉洗净切小块
步骤2:牛肉冷水下锅，加葱姜料酒，水开后撇去浮沫捞出
步骤3:锅中放适量油，下一小把冰糖，熬成焦糖色。
步骤4:倒入牛肉块，翻炒上色。
步骤5:加适量开水，放入八角，桂皮，香叶，小火慢煮一个小时。
步骤6:1个小时后倒入切好的土豆块和番茄块，因为我家孩子爱吃胡萝卜，所以我加了一点胡萝卜进去，加适量盐，再炖30分钟即可
步骤7:牛肉也烂，土豆也面，番茄的汁完全融入汤汁中酸甜可口，非常好吃汤也好喝。
",高血糖人群;,高血压人群;减肥人群;高血脂人群;儿童;,无,5.18克,73.9克,1.7克,牛肉1块;番茄1个;土豆1个;番茄土豆炖牛肉,牛肉 番茄 土豆 番茄 土豆 
凉拌胡萝卜,拌,家常味,30分钟,新手尝试,胡萝卜350克;, 油  8克;蒜6克;生抽5克;干辣椒1克;盐2克;味精1克;,"步骤1:胡萝卜洗净削掉皮。
步骤2:用搓丝器，把胡萝卜搓成细丝。
步骤3:锅里水开后，倒入胡萝卜丝，煮三分钟左右，胡萝卜丝变软。
步骤4:捞出控干水，先加入盐。
步骤5:加入生抽。
步骤6:加入味精。
步骤7:加入蒜块和干辣椒。
步骤8:锅里倒入适量油，油烧热，烧到冒很大的油烟。
步骤9:这时候把热油浇到蒜和干辣椒上面，拌匀即可。
",高血糖人群;儿童;,高血压人群;高血脂人群;减肥人群;,无,5.39克,44.2克,2.4克,胡萝卜350克;凉拌胡萝卜,胡萝卜 胡萝卜 
玉米羹,煮,甜味,10分钟,新手尝试,玉米(鲜)一根;鸡蛋两个;,冰糖适量;湿淀粉适量;,"步骤1:新鲜玉米一根，洗净待用。
步骤2:把玉米切碎，可以用削丝的工具，但是要注意手的安全！
步骤3:加水直接煮。
步骤4:鸡蛋两个，开锅以后三分钟，直接打入锅里，用筷子迅速搅拌，成鸡蛋花状。
步骤5:最后加入湿淀粉，搅拌，稍微煮一下就OK啦！
步骤6:最后的成品哦！
",减肥人群;高血脂人群;高血压人群;儿童;,无,高血糖人群;,37.1克,281.4克,4.8克,玉米(鲜)一根;鸡蛋两个;玉米羹,玉米 鸡蛋 玉米 
麻辣鸡丝,炒,家常味,15分钟,新手尝试,鸡胸肉适量;黄瓜适量;胡萝卜适量;木耳适量;豆芽适量;,葱适量;姜适量;花椒适量;八角适量;料酒适量;蒜末适量;热油2勺;生抽2勺;糖1茶匙;花椒粉半茶匙;花椒油半茶匙;醋4勺;老干妈油辣椒4勺;鸡汤4勺;,"步骤1:黄瓜，胡萝卜，木耳切丝，豆芽焯水。
步骤2:鸡胸肉冷水下锅，加入葱姜，花椒，八角，料酒，煮熟后放入冷水里，撕成小条。
步骤3:蒜末加2勺热油爆香，和黄瓜，胡萝卜，木耳，豆芽一起放入鸡丝。
步骤4:碗中倒入料酒，生抽，糖，花椒粉，花椒油，醋，老干妈油辣椒，鸡汤，调酱汁，浇在鸡丝上。
",儿童;,减肥人群;高血压人群;高血糖人群;高血脂人群;,无,2.03克,38克,0.5克,鸡胸肉适量;黄瓜适量;胡萝卜适量;木耳适量;豆芽适量;麻辣鸡丝,黄瓜 胡萝卜 豆芽 
土豆丝炒胡萝卜,炒,家常味,10分钟,新手尝试,土豆160克;胡萝卜80克;,小青椒2个;食用油5克;生抽6克;花椒粉1克;盐2克;鸡精1克;,"步骤1:原料：土豆、胡萝卜、葱、姜、蒜、小青椒
步骤2:土豆切丝，胡萝卜切丝，小青椒切小段，葱、姜、蒜切碎
步骤3:锅中倒入油，葱、姜、蒜下锅，炒香
步骤4:加入土豆丝，翻炒
步骤5:加入生抽，翻炒
步骤6:加入花椒粉、盐调味，翻炒均匀
步骤7:加入胡萝卜，再翻炒
步骤8:待土豆和胡萝卜成熟时，加入小青椒、鸡精，翻炒均匀，关火出锅
步骤9:美味素菜炒好啦
步骤10:成品
",高血糖人群;,减肥人群;高血压人群;高血脂人群;儿童;,无,9.66克,57.6克,0.2克,土豆160克;胡萝卜80克;土豆丝炒胡萝卜,土豆 胡萝卜 土豆 胡萝卜 
土豆鸡肉炖粉条,炖,家常味,30分钟,初级入门,鸡肉300克;土豆200克;粉条100克;,青椒50克;香菜15克;葱20克;姜5克;大蒜10克;酱油20毫升;花椒少量;盐少量;,"步骤1:准备食材
步骤2:将鸡肉块用水焯一下
步骤3:热锅放油，放入花椒爆香
步骤4:放入葱，姜，蒜爆香
步骤5:放入鸡肉块翻炒几下
步骤6:放入酱油
步骤7:翻炒几下
步骤8:放入土豆块
步骤9:放入适量水炖一会
步骤10:放入粉条
步骤11:汤汁浓稠些时放入青椒
步骤12:再放入盐和香菜即可
",高血脂人群;减肥人群;,高血压人群;儿童;,高血糖人群;,12.6克,194.4克,11.1克,鸡肉300克;土豆200克;粉条100克;土豆鸡肉炖粉条,鸡肉 土豆 土豆 鸡肉 
风味牛肉干,烤,黑椒味,2小时,高级厨师,牛肉150克;,糖1勺;生抽2勺;油1勺;黑胡椒粉1勺;辣椒粉1勺;盐半勺;大蒜2颗;白醋适量;,"步骤1:牛肉洗干净，放在冰箱冷冻至微微发硬，取出横切成薄片
步骤2:把调味汁所有的配料倒在牛肉上
步骤3:用手抓揉均匀腌制两个小时
步骤4:摊平在烤盘上
步骤5:放入烤箱80度烤两个小时，使水分挥发，再设置230度，烤十分钟至干，取出冷却保存
",高血压人群;减肥人群;高血糖人群;儿童;,高血脂人群;,无,8.68克,164.5克,6克,牛肉150克;风味牛肉干,牛肉 牛肉 
西红柿鸡蛋炒面,炒,咸鲜味,5分钟,中级掌勺,中卓方便面一袋;西红柿中等一个;鸡蛋一个;,葱一小段;调料适当;,"步骤1:准备好西红柿一个、鸡蛋一个、葱一小段。
步骤2:将西红柿切片、葱切成丝。
步骤3:鸡蛋打散，中卓牛骨汤面一袋。
步骤4:锅中放水加热烧开，放入面块煮。
步骤5:煮到八成熟捞出过水备用。
步骤6:锅中放油加热倒入鸡蛋液炒至定型。
步骤7:加入西红柿翻炒，放入五香粉、少许酱油。
步骤8:放入调料翻炒几下，再倒入过好水的面、葱丝继续翻炒几下，加入中卓面骨汤粉，翻炒出锅。
步骤9:这盘面入口筋道顺滑，鲜香可口，营养丰富。这可是一款比吃肉都香的美食啊。
",高血压人群;高血脂人群;减肥人群;儿童;,无,高血糖人群;,22.61克,256.3克,11.6克,中卓方便面一袋;西红柿中等一个;鸡蛋一个;西红柿鸡蛋炒面,番茄 鸡蛋 番茄 鸡蛋 
